"","ABSTRACT","ADDRESS","AUTHOR","BIBTEXKEY","BOOKTITLE","CATEGORY","CHAPTER","DOI","EDITOR","ISSN","JOURNAL","NUMBER","OPTKEYWORDS","OPTKEYWORDS.1","OPTNOTE","OPTURL","PAGES","PUBLISHER","SERIES","TITLE","VOLUME","YEAR","AUTHOR_1","AUTHOR_2","AUTHOR_3","AUTHOR_4","AUTHOR_5","AUTHOR_6","AUTHOR_7","AUTHOR_8","AUTHOR_9","AUTHOR_10","AUTHOR_11","AUTHOR_12","AUTHOR_13","AUTHOR_14","AUTHOR_15","AUTHOR_16","AUTHOR_17","AUTHOR_18","AUTHOR_19","AUTHOR_20","AUTHOR_21","AUTHOR_22","AUTHOR_23","AUTHOR_24","AUTHOR_25","AUTHOR_26","AUTHOR_27","AUTHOR_28","AUTHOR_29","AUTHOR_30","AUTHOR_31","AUTHOR_32","AUTHOR_33","AUTHOR_34","AUTHOR_35","AUTHOR_36","AUTHOR_37","AUTHOR_38","AUTHOR_39","AUTHOR_40","AUTHOR_41","AUTHOR_42","AUTHOR_43","AUTHOR_44","AUTHOR_45","AUTHOR_46","AUTHOR_47","AUTHOR_48","AUTHOR_49","AUTHOR_50","AUTHOR_51","AUTHOR_52","AUTHOR_53","AUTHOR_54","AUTHOR_55","AUTHOR_56","AUTHOR_57","AUTHOR_58","AUTHOR_59","AUTHOR_60","AUTHOR_61","AUTHOR_62","AUTHOR_63","AUTHOR_64"
"176",NA,NA,"Han, L. and  Showman, A. P.","Han+Showman2008",NA,"ARTICLE",NA,"10.1029/2007GL031957",NA,"0094-8276","Geophysical Research Letters","3","ConMan",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=810), last updated on Fri, 15 Apr 2016 13:05:57 -0700","http://doi.wiley.com/10.1029/2007GL031957",NA,NA,NA,"Implications of shear heating and fracture zones for ridge formation on Europa","35","2008","Han, L."," Showman, A. P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,NA,"Han, L. and  Tobie, G. and  Showman, A. P.","Han_etal2012",NA,"ARTICLE",NA,"10.1016/j.icarus.2011.12.006",NA,"0019-1035","Icarus","1","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=713), last updated on Fri, 15 Apr 2016 13:00:05 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0019103511004714","320--330",NA,NA,"The impact of a weak south pole on thermal convection in Enceladus{\textquoteright} ice shell","218","2012","Han, L."," Tobie, G."," Showman, A. P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,"Hanasoge, S. M. and  Komatitsch, D. and  Gizon, L.","Hanasoge_etal2010",NA,"ARTICLE",NA,"10.1051/0004-6361/201014345",NA,"0004-6361","Astronomy \& Astrophysics",NA,"SEISMIC\_CPML",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=934), last updated on Fri, 15 Apr 2016 13:13:13 -0700","http://www.aanda.org/10.1051/0004-6361/201014345","A87",NA,NA,"An absorbing boundary formulation for the stratified, linearized, ideal MHD equations based on an unsplit, convolutional perfectly matched layer","522","2010","Hanasoge, S. M."," Komatitsch, D."," Gizon, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,NA,"Harig, C. and  Zhong, S. and  Simons, F. J.","Harig_etal2010",NA,"ARTICLE",NA,"10.1029/2010GC003038",NA,"1525-2027","Geochemistry, Geophysics, Geosystems","6","CitcomCU",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=845), last updated on Fri, 15 Apr 2016 13:07:59 -0700","http://doi.wiley.com/10.1029/2010GC003038","n/a-n/a",NA,NA,"Constraints on upper mantle viscosity from the flow-induced pressure gradient across the Australian continental keel: CONTINENTAL KEEL MOTION AND THE GEOID","11","2010","Harig, C."," Zhong, S."," Simons, F. J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",NA,NA,"Harms, J. and  Ampuero, J-P and  Barsuglia, M. and  Chassande-Mottin, E. and  Montagner, J-P and  Somala, S. N. and  Whiting, B. F.","Harms_etal2015",NA,"ARTICLE",NA,"10.1093/gji/ggv090",NA,"0956-540X","Geophysical Journal International","3","SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=963), last updated on Fri, 15 Apr 2016 13:14:48 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1093/gji/ggv090","1416--1425",NA,NA,"Transient gravity perturbations induced by earthquake rupture","201","2015","Harms, J."," Ampuero, J-P"," Barsuglia, M."," Chassande-Mottin, E."," Montagner, J-P"," Somala, S. N."," Whiting, B. F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",NA,NA,"Harris, R. A. and  Barall, M. and  Andrews, D. J. and  Duan, B. and  Ma, S. and  Dunham, E. M. and  Gabriel, A-A and  Kaneko, Y. and  Kase, Y. and  Aagaard, B. T. and  Oglesby, D. D. and  Ampuero, J-P and  Hanks, T. C. and  Abrahamson, N.","Harris_etal2011",NA,"ARTICLE",NA,"10.1785/gssrl.82.5.638",NA,"0895-0695","Seismological Research Letters","5","SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1103), last updated on Fri, 15 Apr 2016 13:22:43 -0700","http://srl.geoscienceworld.org/cgi/doi/10.1785/gssrl.82.5.638","638--644",NA,NA,"Verifying a Computational Method for Predicting Extreme Ground Motion","82","2011","Harris, R. A."," Barall, M."," Andrews, D. J."," Duan, B."," Ma, S."," Dunham, E. M."," Gabriel, A-A"," Kaneko, Y."," Kase, Y."," Aagaard, B. T."," Oglesby, D. D."," Ampuero, J-P"," Hanks, T. C."," Abrahamson, N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,NA,"Harris, R. A. and  Barall, M. and  Archuleta, R. and  Dunham, E. and  Aagaard, B. and  Ampuero, J. P. and  Bhat, H. and  Cruz-Atienza, V. and  Dalguer, L. and  Dawson, P. and  Day, S. and  Duan, B. and  Ely, G. and  Kaneko, Y. and  Kase, Y. and  Lapusta, N. and  Liu, Y. and  Ma, S. and  Oglesby, D. and  Olsen, K. and  Pitarka, A. and  Song, S. and  Templeton, E.","Harris_etal2009",NA,"ARTICLE",NA,"10.1785/gssrl.80.1.119",NA,"0895-0695","Seismological Research Letters","1","SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1102), last updated on Fri, 15 Apr 2016 13:22:43 -0700","http://srl.geoscienceworld.org/cgi/doi/10.1785/gssrl.80.1.119","119--126",NA,NA,"The SCEC/USGS Dynamic Earthquake Rupture Code Verification Exercise","80","2009","Harris, R. A."," Barall, M."," Archuleta, R."," Dunham, E."," Aagaard, B."," Ampuero, J. P."," Bhat, H."," Cruz-Atienza, V."," Dalguer, L."," Dawson, P."," Day, S."," Duan, B."," Ely, G."," Kaneko, Y."," Kase, Y."," Lapusta, N."," Liu, Y."," Ma, S."," Oglesby, D."," Olsen, K."," Pitarka, A."," Song, S."," Templeton, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,NA,"Hauksson, E.","Hauksson2000",NA,"ARTICLE",NA,NA,NA,NA,"Journal of Geophysical Research B","B6",NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1223), last updated on Thu, 10 Nov 2016 11:16:53 -0800",NA,"13875--13903","American Geophysical Union",NA,"Crustal structure and seismicity distribution adjacent to the Pacific and North American plate boundary in southern California","105","2000","Hauksson, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,NA,"H{\~A}{\textparagraph}ink, T. and  Lenardic, A.","HAPink+Lenardic2010",NA,"ARTICLE",NA,"10.1111/j.1365-246X.2009.04404.x",NA,"0956540X","Geophysical Journal International","1","CitcomCU",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1005), last updated on Fri, 15 Apr 2016 13:17:11 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1111/j.1365-246X.2009.04404.x","23--33",NA,NA,"Long wavelength convection, Poiseuille{\^a}Couette flow in the low-viscosity asthenosphere and the strength of plate margins","180","2010","H{\~A}{\textparagraph}ink, T."," Lenardic, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",NA,NA,"Hebert, L. B. and  Antoshechkina, P. and  Asimow, P. and  Gurnis, M.","Hebert_etal2009",NA,"ARTICLE",NA,"10.1016/j.epsl.2008.12.013",NA,"0012821X","Earth and Planetary Science Letters","3-4","ConMan",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=665), last updated on Fri, 15 Apr 2016 12:57:11 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X08007589","243--256",NA,NA,"Emergence of a low-viscosity channel in subduction zones through the coupling of mantle flow and thermodynamics","278","2009","Hebert, L. B."," Antoshechkina, P."," Asimow, P."," Gurnis, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,NA,"Heckman, V. M.","Heckman2014",NA,"PHDTHESIS",NA,NA,NA,NA,NA,NA,NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1137), last updated on Sat, 23 Apr 2016 00:25:38 -0700",NA,NA,"California Institute of Technology",NA,"Damage detection in civil structures using high-frequency seismograms",NA,"2014","Heckman, V. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,NA,"Heckman, V. M. and  Kohler, M. D. and  Heaton, T. H.","Heckman_etal2010",NA,"ARTICLE",NA,NA,NA,NA,"9th And 10th US National And 10th Canadian Conference On Earthquake Engineering",NA,NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1123), last updated on Fri, 22 Apr 2016 21:56:20 -0700",NA,NA,NA,NA,"Detecting failure events in buildings: A numeric and experimental analysis",NA,"2010","Heckman, V. M."," Kohler, M. D."," Heaton, T. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",NA,NA,"Heien, E. M. and  Sachs, M.","Heien+Sachs2012",NA,"ARTICLE",NA,"10.1109/MCSE.2012.39",NA,"1521-9615","Computing in Science \& Engineering","5","Virtual Quake",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=976), last updated on Fri, 07 Apr 2017 15:29:35 -0700","http://ieeexplore.ieee.org/lpdocs/epic03/wrapper.htm?arnumber=6175878","10--20",NA,NA,"Understanding Long-Term Earthquake Behavior through Simulation","14","2012","Heien, E. M."," Sachs, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,"Berlin, Heidelberg","Heister, T. and  Kronbichler, M. and  Bangerth, W.","Heister_etal2010",NA,"INBOOK","Massively Parallel Finite Element Programming","10.1007/978-3-642-15646-5_13","Keller, R. and  Gabriel, E. and  Resch, M. and  Dongarra, J.",NA,NA,NA,NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1125), last updated on Fri, 22 Apr 2016 22:11:05 -0700",NA,"122--131","Springer Berlin Heidelberg",NA,"Recent Advances in the Message Passing Interface: 17th European MPI Users{\^a} Group Meeting, EuroMPI 2010, Stuttgart, Germany, September 12-15, 2010. Proceedings",NA,"2010","Heister, T."," Kronbichler, M."," Bangerth, W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",NA,NA,"Heister, Timo and  Kronbichler, Martin and  Bangerth, Wolfgang","Heister_etal2010_2",NA,"ARTICLE",NA,NA,NA,NA,"Proc. ECCOMAS CFD Conference 2010",NA,NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1126), last updated on Fri, 22 Apr 2016 22:27:19 -0700",NA,NA,NA,NA,"Generic finite element programming for massively parallel flow simulations",NA,"2010","Heister, Timo"," Kronbichler, Martin"," Bangerth, Wolfgang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,NA,"Hetland, E. A. and  Zhang, G.","Hetland+Zhang2014",NA,"ARTICLE",NA,"10.1093/gji/ggu127",NA,"0956-540X","Geophysical Journal International","1","RELAX",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=951), last updated on Fri, 15 Apr 2016 13:14:03 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1093/gji/ggu127","259--269",NA,NA,"Effect of shear zones on post-seismic deformation with application to the 1997 Mw 7.6 Manyi earthquake","198","2014","Hetland, E. A."," Zhang, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,NA,"Hines, J. M. and  Billen, M. I.","Hines+Billen2012",NA,"ARTICLE",NA,"10.1029/2011JB008978",NA,"0148-0227","Journal of Geophysical Research: Solid Earth","B5","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=863), last updated on Fri, 15 Apr 2016 13:09:07 -0700","http://doi.wiley.com/10.1029/2011JB008978","n/a-n/a",NA,NA,"Sensitivity of the short- to intermediate-wavelength geoid to rheologic structure in subduction zones: GEOID SENSITIVITY TO SUBDUCTION RHEOLOGY","117","2012","Hines, J. M."," Billen, M. I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",NA,NA,"Hj{\""o}rleifsd{\'o}ttir, V. and  Kanamori, H. and  Tromp, J.","Hjoerleifsdottir_etal2009",NA,"ARTICLE",NA,"10.1029/2008JB005975",NA,"0148-0227","Journal of Geophysical Research","B3","SPECFEM3D GLOBE",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=829), last updated on Fri, 15 Apr 2016 13:07:08 -0700","http://doi.wiley.com/10.1029/2008JB005975",NA,NA,NA,"Modeling 3-D wave propagation and finite slip for the 1998 Balleny Islands earthquake","114","2009","Hj{\""o}rleifsd{\'o}ttir, V."," Kanamori, H."," Tromp, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",NA,NA,"H{\""o}ink, T. and  Lenardic, A.","Hoeink+Lenardic2008",NA,"ARTICLE",NA,"10.1029/2008GL033854",NA,"0094-8276","Geophysical Research Letters","10","CitcomCU",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=824), last updated on Fri, 15 Apr 2016 13:06:48 -0700","http://doi.wiley.com/10.1029/2008GL033854",NA,NA,NA,"Three-dimensional mantle convection simulations with a low-viscosity asthenosphere and the relationship between heat flow and the horizontal length scale of convection","35","2008","H{\""o}ink, T."," Lenardic, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",NA,NA,"H{\""o}ink, T. and  Lenardic, A. and  Richards, M.","Hoeink_etal2012",NA,"ARTICLE",NA,"10.1111/j.1365-246X.2012.05621.x",NA,"0956540X","Geophysical Journal International","1","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1031), last updated on Fri, 15 Apr 2016 13:18:40 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1111/j.1365-246X.2012.05621.x","30--41",NA,NA,"Depth-dependent viscosity and mantle stress amplification: implications for the role of the asthenosphere in maintaining plate tectonics: Asthenosphere and mantle stress amplification","191","2012","H{\""o}ink, T."," Lenardic, A."," Richards, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",NA,NA,"Hosseini, K. and  Sigloch, K.","Hosseini+Sigloch2015",NA,"ARTICLE",NA,"10.1093/gji/ggv298",NA,"0956-540X","Geophysical Journal International","1","AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=966), last updated on Fri, 15 Apr 2016 13:14:57 -0700","http://gji.oxfordjournals.org/lookup/doi/10.1093/gji/ggv298","506--521",NA,NA,"Multifrequency measurements of core-diffracted\textit{P}waves (Pdiff) for global waveform tomography","203","2015","Hosseini, K."," Sigloch, K.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",NA,NA,"Howard, T. and  Pardaens, A. K. and  Bamber, J. L. and  Ridley, J. and  Spada, G. and  Hurkmans, R. T. W. L. and  Lowe, J. A. and  Vaughan, D.","Howard_etal2014",NA,"ARTICLE",NA,"10.5194/os-10-473-2014",NA,"1812-0792","Ocean Science","3","SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1110), last updated on Fri, 15 Apr 2016 13:23:04 -0700","http://www.ocean-sci.net/10/473/2014/","473--483",NA,NA,"Sources of 21st century regional sea-level rise along the coast of northwest Europe","10","2014","Howard, T."," Pardaens, A. K."," Bamber, J. L."," Ridley, J."," Spada, G."," Hurkmans, R. T. W. L."," Lowe, J. A."," Vaughan, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",NA,NA,"Howard, T. and  Pardaens, A. K. and  Lowe, J. A. and  Ridley, J. and  Hurkmans, R. T. W. L. and  Bamber, J. L. and  Spada, G. and  Vaughan, D.","Howard_etal2013",NA,"ARTICLE",NA,"10.5194/osd-10-2433-2013",NA,"1812-0822","Ocean Science Discussions","6","SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1111), last updated on Fri, 15 Apr 2016 13:23:15 -0700","http://www.ocean-sci-discuss.net/10/2433/2013/","2433--2459",NA,NA,"Sources of 21st century regional sea level rise along the coast of North-West Europe","10","2013","Howard, T."," Pardaens, A. K."," Lowe, J. A."," Ridley, J."," Hurkmans, R. T. W. L."," Bamber, J. L."," Spada, G."," Vaughan, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",NA,NA,"Hsu, Y-J and  Segall, P. and  Yu, S-B and  Kuo, L-C and  Williams, C. A.","Hsu_etal2007",NA,"ARTICLE",NA,"10.1111/j.1365-246X.2006.03310.x",NA,"0956540X","Geophysical Journal International","2","LithoMop",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=992), last updated on Fri, 15 Apr 2016 13:16:32 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1111/j.1365-246X.2006.03310.x","367--379",NA,NA,"Temporal and spatial variations of post-seismic deformation following the 1999 Chi-Chi, Taiwan earthquake","169","2007","Hsu, Y-J"," Segall, P."," Yu, S-B"," Kuo, L-C"," Williams, C. A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",NA,NA,"Hsu, Y-J and  Simons, M. and  Williams, C. and  Casarotti, E.","Hsu_etal2011",NA,"ARTICLE",NA,"10.1029/2011GC003553",NA,"1525-2027","Geochemistry, Geophysics, Geosystems","7","PyLith",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=853), last updated on Fri, 15 Apr 2016 13:08:32 -0700","http://doi.wiley.com/10.1029/2011GC003553","n/a-n/a",NA,NA,"Three-dimensional FEM derived elastic Green{\textquoteright}s functions for the coseismic deformation of the 2005\textit{M}$_{\textit{w}}$8.7 Nias-Simeulue, Sumatra earthquake: THREE-DIMENSIONAL GREEN{\textquoteright}S FUNCTIONS FOR THE EARTHQUAKE","12","2011","Hsu, Y-J"," Simons, M."," Williams, C."," Casarotti, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",NA,NA,"Hu, X. and  Jiang, Y.","Hu+Jiang2013",NA,"ARTICLE",NA,"10.1007/s11589-013-0029-9",NA,"1674-4519","Earthquake Science","3-4","Mineos",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=643), last updated on Fri, 15 Apr 2016 12:55:49 -0700","http://link.springer.com/10.1007/s11589-013-0029-9","169--177",NA,NA,"Evaluation of the seismic moment of the April 20, 2013 Lushan earthquake","26","2013","Hu, X."," Jiang, Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
